tweet_id,text,ideal_intent,ideal_escalate,ideal_escalate_reason,brand_reply
2758234,"this the first time y’all actually told the truth about something @115858 — y’all weren’t lying when you said it’ll take 2 hours to complete an update, yet my iphone 8 that y’all claimed was so spectacular is acting like a 1999 Android",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@771859 We're here for any issues you may be experiencing. What's happening with your new device? Join us in DM; we'll continue from there. https://t.co/GDrqU22YpT
1993427,@115858 Fix this NOW! https://t.co/sl3NXqyBVk,other,False,Can be auto-handled with standard troubleshooting steps.,@589945  We'd be more than happy to lend a hand. Send us a DM telling us which iPhone you're using &amp; its iOS version number. https://t.co/GDrqU22YpT
1863424,@AppleSupport I predownloaded Niall Horan's album but if won't download on my phone and says it's unavailable. Please figure your shit out,bug_feature,True,Customer expresses high frustration.,"@380232 We're happy to look into this with you. DM us which device you're attempting to download your pre-order to, to start. https://t.co/GDrqU22YpT"
1974425,@115858 I’ve also been passed around 3 different “senior advisors” all of whom have had me on hold for at least 30 minutes each.,other,False,Can be auto-handled with standard troubleshooting steps.,"@584703 That’s definitely not the experience we want for you. So that we can look into this further, use the link below to DM us. https://t.co/GDrqU22YpT"
199348,"@AppleSupport now what? After upgrade to #HighSierra I can’t login to my MacBook Air (2013). I signed in with AppleID, now this https://t.co/KHlmWJmGDn",ios_update,False,Can be auto-handled with standard troubleshooting steps.,"@162986 We want to help. Please send us a DM, so we can take a closer look. https://t.co/GDrqU22YpT"
1578497,@115858 I’m getting FED UP with the “eye” letter changing to weird stuff!! FIX IT PLEASE,other,False,Can be auto-handled with standard troubleshooting steps.,@201208 Hi there. We've got your back. Check out this link to get this squared away: https://t.co/xXaXeeSRt9 Questions? Let us know. https://t.co/GDrqU22YpT
752991,@AppleSupport Why is my phone doing this all of a sudden? I'm in America. https://t.co/I8NS2SeFTZ,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@249424 We'd like to help. Use the link to check which country you're signed in on your iPhone: https://t.co/Ps98mtDxy0
1002967,@AppleSupport is this for real? I’ve never seen this pop up till now. I’ve ignored it. https://t.co/WvjvnDWkGS,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@302862 That is not from us and we'd like to have you use the following link to report this as phishing: https://t.co/sayPykspsk
994495,IOS 11.0.3 with Charge Quickly Finish. Slow Charging. When the problem is solved. @115858 @AppleSupport  @2185 🙄🤔😒,ios_update,False,Can be auto-handled with standard troubleshooting steps.,"@355561 We're here for you. Send us a DM, and we'll take a closer look at the issue together. https://t.co/GDrqU22YpT"
2985072,@AppleSupport went on two extra walks this evening and it’s still not unlocked :( https://t.co/g1KSfJ0iSF,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@339805 Great job! You will see the award within 9 days of completing the Activity Challenge. More info here: https://t.co/Tvl37DsUM1
2057200,Time and date do not appear on lock screen. Publish a new update @115858 @AppleSupport,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@316767 Hey there. Please send us a DM and tell us what version of iOS you're currently on. We'll meet you there to help out. https://t.co/GDrqU22YpT
1922003,@AppleSupport @115858 Since 11 iOS download iPhone responding sucks. 1-2 sec delay on every action &amp;/or have to tap everything twice. 11.0.3,ios_update,False,Can be auto-handled with standard troubleshooting steps.,"@216656 Let's take a look at your iPhone's performance together. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT"
2093752,"This “I️” issue is problematic. Please get this resolved, @115858.",other,False,Can be auto-handled with standard troubleshooting steps.,@618643 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
800409,Need my iPhone to stop adjusting the brightness on its own😤 @AppleSupport HELPPPPP,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@310723 We'd like to take a look into this for you. Which iPhone do you have? And when did you first encounter this issue?
2901939,Help @AppleSupport I can’t delete that unknown app https://t.co/LOMxLeE2JE,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@156772 Let's take a look at this together. Did you notice this after deleting or installing a new app? Have you tried restarting, or checking if it was deleted in Settings &gt; General &gt; iPhone Storage? DM us your response. https://t.co/GDrqU22YpT"
2019986,"@AppleSupport @115858 why are my (letter between u &amp; o) turning into i️ 

I️ don’t know why this is happening please help",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@597346 Hey there! In the meantime, check out this workaround for a temporary fix: https://t.co/xU1AGHStV6 DM us any questions: https://t.co/GDrqU22YpT"
1364783,"@AppleSupport My phone always shuts down for no reason, the screen freezes, ...
I really need it, I just moved abroad",hardware_purchase,True,Requires store appointment or checking order status.,@291734 We'd be happy to look into what's going on. Which iPhone and iOS version are you using?
857919,"Hey @AppleSupport , my iPhone 6 will not connect to LTE. This happened only after I updated it to IOS 11. Help?",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@323727 We'd love to help. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT
2300417,Sooo when is @115858 going to fix this I️ situation ?,other,False,Can be auto-handled with standard troubleshooting steps.,"@667676 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2524446,Hey @AppleSupport can you help with the autocorrecting of I️,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@718871 Of course we can! We're happy to help with any issues you maybe having. So we can take a look into this issue, if you go into Settings &gt; General &gt; About are you running iOS 11.1.1? If not, a fix was provided in that update. https://t.co/80YRnjDFDk"
1753213,". @AppleSupport since the latest update, this is how notifications pop up. #ios11bug #fixit https://t.co/hMPOTqwiIg",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@528114  We want to help.  Have you tried restarting your device and checking again?  Here’s how: https://t.co/OWRDHWSt4h
2139880,@115858 fix the I️ button,other,False,Can be auto-handled with standard troubleshooting steps.,@629318 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1930506,"@AppleSupport hey, some of my current messages are disappearing. I’ll have a convo with someone and then go back and it’s not there...?",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@316656 We'd love to help. We know how important it is to have Messages history available. Please DM us which version of iOS you're using. https://t.co/GDrqU22YpT
1736100,"@AppleSupport When driving mode is on and I receive a call, I can’t turn volume up or down from my Apple headphones.",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@524167 Hey there! We've received your DM and will join you there shortly. Thanks!
501514,"Hey @115858 my phone’s getting worse by the day because your updates are trying to destroy it. We don’t all wanna rush out and buy your newly released product, so release a new update to repair the damage you’ve deliberately caused if you’d be so kind https://t.co/3Cefne5x1O",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@234822 We'd still like to see if we can help. DM us if you'd like to work with us on resolving the issues you're having with slowness on your iPhone. https://t.co/GDrqU22YpT
2035830,My iPhone is all kinds of fucked up @115858 better get their shit together,other,True,Customer expresses high frustration.,"@601886 We'd like to see how we can help with your iPhone. To get started, send us a DM with what's going on. We'll meet you there. https://t.co/GDrqU22YpT"
1134146,"@115858 how do I remove a podcast from downloaded, but not delete, in the new iOS? @AppleSupport",ios_update,False,Can be auto-handled with standard troubleshooting steps.,@387236 We'd like to help! Check out this article: https://t.co/OyMCqqvVRX
1886655,@AppleSupport my phone freezes at least 20 times a day since the update. 🙃,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@562712 We're here to help. Is this after you've updated to iOS 11.0.3? Is it a specific app that freezes or random? Let us know in DM. https://t.co/GDrqU22YpT
1507336,@249 having trouble activating @115858 #watch data sharing. Please help.,other,False,Can be auto-handled with standard troubleshooting steps.,"@469841 We can take a look at this with you too. First, check out: https://t.co/KOL5yoJPjs"
644971,@AppleSupport I upgraded to iOS 11.1.2 and now my iPhone 6 can’t hold a charge at all! HELP!,ios_update,False,Can be auto-handled with standard troubleshooting steps.,"@273077 Let’s investigate this. Use the link below to join us in DM, and we’ll work towards a resolution together. https://t.co/GDrqU22YpT"
1557824,"@AppleSupport Today in my morning run I was stuck to fix my #AppleWatch rather than running so can you look into this, it`s really frustrating.  https://t.co/jObZgRKOdW",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@481523 We'd be happy to look at this with you. Can you tell us what iOS and watchOS versions you're using? Also, can you describe what's happening in you're own words?"
2477657,i love when my phone won’t load ANYTHING and i have to restart it at least 6 times in 5 minutes @115858 u suck,other,False,Can be auto-handled with standard troubleshooting steps.,@708174 We’re here to help. Please DM us the software version you’re using so we can better assist you. https://t.co/GDrqU22YpT
2371194,"@AppleSupport
Are apps allowed to demand 5* reviews in return for unlocking features?",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@258735 We'd love to help. Each app is different and the developers of the apps can request that information once the app is downloaded, but it is left to the discretion of the developer."
1011847,"Pourquoi mon iPhone 7 est si lent ?

Hey @AppleSupport why is my iPhone 7 so slow ? And battery draining quite fast.",battery_power,False,Can be auto-handled with standard troubleshooting steps.,@260877 Thanks for getting in touch. We'd like to assist. DM us and we'll go from there. https://t.co/GDrqU22YpT
1746795,"Hey @115858, it’s about high time we fix the #I️  software glitch, don’t you think?",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@526611 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2136667,Hey @AppleSupport the new capital I️ displays as “A ?” on my 11.0.1 device. Your PMs should know better than to release that horrid bug into the wild.,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@628546 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1245462,#DesktopTweeting bc iOS 11 randomly fucked up my perfectly fine iPhone @115858 @115858 @115858 @115858,ios_update,True,Customer expresses high frustration.,"@412170 Let's help you get your iPhone working. Tell us more about what you're experiencing, and the version of IOS 11 running."
2269948,"The photos my iPad offloads to iCloud to save space on the device are the ones I have just taken right now, not the ones that I have not watched for months. How stupid is that ? @AppleSupport @123857",bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@478114 We have a team who specialize in the Photos app and would love for you to get in touch with them. You can reach them here: https://t.co/IBIY3vMgPj
2434248,@AppleSupport 11.0.3 yazılım güncellemesinden sonra şarjım çok çabuk bitmeye başladı. Bir çözüm bulacak mısınız ?,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@698531  We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1755924,@AppleSupport my iPhone 6 plus has become so slow after iOS 11.0.3 and it drains battery very rapidly. Please issue a fix soon. Thanks,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@528754 We can definitely look into this with you. Send us a DM and we'll investigate this further together. https://t.co/GDrqU22YpT
1208446,"@applesupport
I have just moved from windows to iMac. iTunes won't add artwork for my cd's even though the same cd's are in the iTunes Store",hardware_purchase,True,Requires store appointment or checking order status.,@403734 We'd be happy to see how we can help. Are you subscribed to iTunes Match?
2014032,@AppleSupport why the hell does it keep looking like this when I️ type I️? Happens on eye and eye’m.,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@595533 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
10689,updated to iOS 11.1 @AppleSupport and there's so many glitches and bugs I found inside the update,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@117966 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT
1818344,Dear @AppleSupport do not understand why 2-factor ID # is sent to device I am using. Doesn't that defeat purpose?,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,@437816 We can help with this. Meet us in DM to get started. https://t.co/GDrqU22YpT
2057408,@applesupport thank you for wasting my time Im now spending over 30 min on the phone just to try and speak to the store manager @ arden fair,hardware_purchase,True,Requires store appointment or checking order status.,@608481 We understand how valuable your time is. Send us a DM telling what's happening. We'll see how we can help. https://t.co/GDrqU22YpT
1579786,So the yall release the iPhone X then anytime I️ type the letter “I” this shit pops up. @AppleSupport @115858 @AppleSupport fix your shit https://t.co/pSZFwDthSu,bug_feature,True,Customer expresses high frustration.,@486434 Check out this article and DM us if you have questions: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT
2057541,Congrats to @116333 and all the people at Apple for destroying my battery life with iOS 11,ios_update,False,Can be auto-handled with standard troubleshooting steps.,@608531 We'd be happy to see how we can help with your battery. Send us a DM with details and we'll go from there. https://t.co/GDrqU22YpT
2507401,@AppleSupport  WHAT IS THIS WHY IS THIS HAPPENING https://t.co/5rEPwk4aSE,bug_feature,False,Can be auto-handled with standard troubleshooting steps.,"@635711 Great question. This usually happens when their is an outstanding balance on your family member accounts. Once the balance is taken care of, you can use the App Store as expected again."
